state_code,year,race,origin,sex,age_group,lfpr,source
OH,2023,asian,hisp,f,20-24,0.7292,synthetic_seed
OH,2023,asian,hisp,m,25-29,0.9013,synthetic_seed
OH,2023,asian,hisp,f,25-29,0.7851,synthetic_seed
OH,2023,asian,hisp,m,30-34,0.9445,synthetic_seed
OH,2023,asian,hisp,f,30-34,0.7464,synthetic_seed
OH,2023,asian,hisp,m,35-39,0.9267,synthetic_seed
OH,2023,asian,hisp,f,35-39,0.752,synthetic_seed
OH,2023,asian,hisp,m,40-44,0.9035,synthetic_seed
OH,2023,asian,hisp,f,40-44,0.7633,synthetic_seed
OH,2023,asian,hisp,m,45-49,0.9052,synthetic_seed
OH,2023,asian,hisp,f,45-49,0.7874,synthetic_seed
OH,2023,asian,hisp,m,50-54,0.8035,synthetic_seed
OH,2023,asian,hisp,f,50-54,0.7265,synthetic_seed
OH,2023,asian,hisp,m,55-59,0.7899,synthetic_seed
OH,2023,asian,hisp,f,55-59,0.6541,synthetic_seed
OH,2023,asian,hisp,m,60-64,0.6114,synthetic_seed
OH,2023,asian,hisp,f,60-64,0.5063,synthetic_seed
OH,2023,asian,hisp,m,65-69,0.3824,synthetic_seed
OH,2023,asian,hisp,f,65-69,0.2877,synthetic_seed
OH,2023,asian,hisp,m,70-74,0.2414,synthetic_seed
OH,2023,asian,hisp,f,70-74,0.1543,synthetic_seed
OH,2023,asian,hisp,m,75-79,0.1216,synthetic_seed
OH,2023,asian,hisp,f,75-79,0.0691,synthetic_seed
OH,2023,asian,hisp,m,80-84,0.0602,synthetic_seed
OH,2023,asian,hisp,f,80-84,0.0315,synthetic_seed
OH,2023,asian,hisp,m,85+,0.0202,synthetic_seed
OH,2023,asian,hisp,f,85+,0.01,synthetic_seed
OH,2023,other,non-hisp,m,0-4,0.0,synthetic_seed
OH,2023,other,non-hisp,f,0-4,0.0,synthetic_seed
OH,2023,other,non-hisp,m,5-9,0.0,synthetic_seed
OH,2023,other,non-hisp,f,5-9,0.0,synthetic_seed
OH,2023,other,non-hisp,m,10-14,0.0,synthetic_seed
OH,2023,other,non-hisp,f,10-14,0.0,synthetic_seed
OH,2023,other,non-hisp,m,15-19,0.3595,synthetic_seed
OH,2023,other,non-hisp,f,15-19,0.3282,synthetic_seed
OH,2023,other,non-hisp,m,20-24,0.7485,synthetic_seed
OH,2023,other,non-hisp,f,20-24,0.6856,synthetic_seed
OH,2023,other,non-hisp,m,25-29,0.8743,synthetic_seed
OH,2023,other,non-hisp,f,25-29,0.7478,synthetic_seed
OH,2023,other,non-hisp,m,30-34,0.9175,synthetic_seed
OH,2023,other,non-hisp,f,30-34,0.7182,synthetic_seed
OH,2023,other,non-hisp,m,35-39,0.9119,synthetic_seed
OH,2023,other,non-hisp,f,35-39,0.7424,synthetic_seed
OH,2023,other,non-hisp,m,40-44,0.8826,synthetic_seed
OH,2023,other,non-hisp,f,40-44,0.7916,synthetic_seed
OH,2023,other,non-hisp,m,45-49,0.8677,synthetic_seed
OH,2023,other,non-hisp,f,45-49,0.7658,synthetic_seed
OH,2023,other,non-hisp,m,50-54,0.8286,synthetic_seed
OH,2023,other,non-hisp,f,50-54,0.7369,synthetic_seed
OH,2023,other,non-hisp,m,55-59,0.756,synthetic_seed
OH,2023,other,non-hisp,f,55-59,0.6409,synthetic_seed
OH,2023,other,non-hisp,m,60-64,0.6156,synthetic_seed
OH,2023,other,non-hisp,f,60-64,0.5096,synthetic_seed
OH,2023,other,non-hisp,m,65-69,0.3916,synthetic_seed
OH,2023,other,non-hisp,f,65-69,0.2783,synthetic_seed
OH,2023,other,non-hisp,m,70-74,0.2341,synthetic_seed
OH,2023,other,non-hisp,f,70-74,0.1537,synthetic_seed
OH,2023,other,non-hisp,m,75-79,0.1196,synthetic_seed
OH,2023,other,non-hisp,f,75-79,0.0728,synthetic_seed
OH,2023,other,non-hisp,m,80-84,0.0599,synthetic_seed
OH,2023,other,non-hisp,f,80-84,0.0301,synthetic_seed
OH,2023,other,non-hisp,m,85+,0.0199,synthetic_seed
OH,2023,other,non-hisp,f,85+,0.01,synthetic_seed
OH,2023,other,hisp,m,0-4,0.0,synthetic_seed
OH,2023,other,hisp,f,0-4,0.0,synthetic_seed
OH,2023,other,hisp,m,5-9,0.0,synthetic_seed
OH,2023,other,hisp,f,5-9,0.0,synthetic_seed
OH,2023,other,hisp,m,10-14,0.0,synthetic_seed
OH,2023,other,hisp,f,10-14,0.0,synthetic_seed
OH,2023,other,hisp,m,15-19,0.35,synthetic_seed
OH,2023,other,hisp,f,15-19,0.3303,synthetic_seed
OH,2023,other,hisp,m,20-24,0.7362,synthetic_seed
OH,2023,other,hisp,f,20-24,0.714,synthetic_seed
OH,2023,other,hisp,m,25-29,0.858,synthetic_seed
OH,2023,other,hisp,f,25-29,0.765,synthetic_seed
OH,2023,other,hisp,m,30-34,0.9379,synthetic_seed
OH,2023,other,hisp,f,30-34,0.7055,synthetic_seed
OH,2023,other,hisp,m,35-39,0.8791,synthetic_seed
OH,2023,other,hisp,f,35-39,0.748,synthetic_seed
OH,2023,other,hisp,m,40-44,0.8909,synthetic_seed
OH,2023,other,hisp,f,40-44,0.7763,synthetic_seed
OH,2023,other,hisp,m,45-49,0.8601,synthetic_seed
OH,2023,other,hisp,f,45-49,0.7753,synthetic_seed
OH,2023,other,hisp,m,50-54,0.8012,synthetic_seed
OH,2023,other,hisp,f,50-54,0.718,synthetic_seed
OH,2023,other,hisp,m,55-59,0.7646,synthetic_seed
OH,2023,other,hisp,f,55-59,0.642,synthetic_seed
OH,2023,other,hisp,m,60-64,0.6142,synthetic_seed
OH,2023,other,hisp,f,60-64,0.5183,synthetic_seed
OH,2023,other,hisp,m,65-69,0.3894,synthetic_seed
OH,2023,other,hisp,f,65-69,0.2796,synthetic_seed
OH,2023,other,hisp,m,70-74,0.231,synthetic_seed
OH,2023,other,hisp,f,70-74,0.1454,synthetic_seed
OH,2023,other,hisp,m,75-79,0.1203,synthetic_seed
OH,2023,other,hisp,f,75-79,0.0693,synthetic_seed
OH,2023,other,hisp,m,80-84,0.0608,synthetic_seed
OH,2023,other,hisp,f,80-84,0.0298,synthetic_seed
OH,2023,other,hisp,m,85+,0.0204,synthetic_seed
OH,2023,other,hisp,f,85+,0.0099,synthetic_seed
OK,2023,white,non-hisp,m,0-4,0.0,synthetic_seed
OK,2023,white,non-hisp,f,0-4,0.0,synthetic_seed
OK,2023,white,non-hisp,m,5-9,0.0,synthetic_seed
OK,2023,white,non-hisp,f,5-9,0.0,synthetic_seed
OK,2023,white,non-hisp,m,10-14,0.0,synthetic_seed
OK,2023,white,non-hisp,f,10-14,0.0,synthetic_seed
OK,2023,white,non-hisp,m,15-19,0.3528,synthetic_seed
OK,2023,white,non-hisp,f,15-19,0.3096,synthetic_seed
OK,2023,white,non-hisp,m,20-24,0.7372,synthetic_seed
OK,2023,white,non-hisp,f,20-24,0.7053,synthetic_seed
OK,2023,white,non-hisp,m,25-29,0.8707,synthetic_seed
OK,2023,white,non-hisp,f,25-29,0.7531,synthetic_seed
OK,2023,white,non-hisp,m,30-34,0.9357,synthetic_seed
OK,2023,white,non-hisp,f,30-34,0.7267,synthetic_seed
OK,2023,white,non-hisp,m,35-39,0.9378,synthetic_seed
OK,2023,white,non-hisp,f,35-39,0.7419,synthetic_seed
OK,2023,white,non-hisp,m,40-44,0.8968,synthetic_seed
OK,2023,white,non-hisp,f,40-44,0.7517,synthetic_seed
OK,2023,white,non-hisp,m,45-49,0.8791,synthetic_seed
OK,2023,white,non-hisp,f,45-49,0.7571,synthetic_seed
OK,2023,white,non-hisp,m,50-54,0.8502,synthetic_seed
OK,2023,white,non-hisp,f,50-54,0.7337,synthetic_seed
OK,2023,white,non-hisp,m,55-59,0.7598,synthetic_seed
OK,2023,white,non-hisp,f,55-59,0.6373,synthetic_seed
OK,2023,white,non-hisp,m,60-64,0.5961,synthetic_seed
OK,2023,white,non-hisp,f,60-64,0.5097,synthetic_seed
OK,2023,white,non-hisp,m,65-69,0.3956,synthetic_seed
OK,2023,white,non-hisp,f,65-69,0.2788,synthetic_seed
OK,2023,white,non-hisp,m,70-74,0.2242,synthetic_seed
OK,2023,white,non-hisp,f,70-74,0.156,synthetic_seed
OK,2023,white,non-hisp,m,75-79,0.1226,synthetic_seed
OK,2023,white,non-hisp,f,75-79,0.0694,synthetic_seed
OK,2023,white,non-hisp,m,80-84,0.0604,synthetic_seed
OK,2023,white,non-hisp,f,80-84,0.0299,synthetic_seed
OK,2023,white,non-hisp,m,85+,0.0202,synthetic_seed
OK,2023,white,non-hisp,f,85+,0.0101,synthetic_seed
OK,2023,white,hisp,m,0-4,0.0,synthetic_seed
OK,2023,white,hisp,f,0-4,0.0,synthetic_seed
OK,2023,white,hisp,m,5-9,0.0,synthetic_seed
OK,2023,white,hisp,f,5-9,0.0,synthetic_seed
OK,2023,white,hisp,m,10-14,0.0,synthetic_seed
OK,2023,white,hisp,f,10-14,0.0,synthetic_seed
OK,2023,white,hisp,m,15-19,0.3458,synthetic_seed
OK,2023,white,hisp,f,15-19,0.32,synthetic_seed
OK,2023,white,hisp,m,20-24,0.7806,synthetic_seed
OK,2023,white,hisp,f,20-24,0.7183,synthetic_seed
OK,2023,white,hisp,m,25-29,0.8462,synthetic_seed
OK,2023,white,hisp,f,25-29,0.7676,synthetic_seed
OK,2023,white,hisp,m,30-34,0.8978,synthetic_seed
OK,2023,white,hisp,f,30-34,0.7531,synthetic_seed
OK,2023,white,hisp,m,35-39,0.9117,synthetic_seed
OK,2023,white,hisp,f,35-39,0.7424,synthetic_seed
OK,2023,white,hisp,m,40-44,0.9283,synthetic_seed
OK,2023,white,hisp,f,40-44,0.7683,synthetic_seed
OK,2023,white,hisp,m,45-49,0.8893,synthetic_seed
OK,2023,white,hisp,f,45-49,0.7747,synthetic_seed
OK,2023,white,hisp,m,50-54,0.8362,synthetic_seed
OK,2023,white,hisp,f,50-54,0.74,synthetic_seed
OK,2023,white,hisp,m,55-59,0.7405,synthetic_seed
OK,2023,white,hisp,f,55-59,0.6392,synthetic_seed
OK,2023,white,hisp,m,60-64,0.6148,synthetic_seed
OK,2023,white,hisp,f,60-64,0.5195,synthetic_seed
OK,2023,white,hisp,m,65-69,0.39,synthetic_seed
OK,2023,white,hisp,f,65-69,0.2891,synthetic_seed
OK,2023,white,hisp,m,70-74,0.2278,synthetic_seed
OK,2023,white,hisp,f,70-74,0.1566,synthetic_seed
OK,2023,white,hisp,m,75-79,0.1186,synthetic_seed
OK,2023,white,hisp,f,75-79,0.0675,synthetic_seed
OK,2023,white,hisp,m,80-84,0.0585,synthetic_seed
OK,2023,white,hisp,f,80-84,0.0298,synthetic_seed
OK,2023,white,hisp,m,85+,0.0205,synthetic_seed
OK,2023,white,hisp,f,85+,0.0103,synthetic_seed
OK,2023,black,non-hisp,m,0-4,0.0,synthetic_seed
OK,2023,black,non-hisp,f,0-4,0.0,synthetic_seed
OK,2023,black,non-hisp,m,5-9,0.0,synthetic_seed
OK,2023,black,non-hisp,f,5-9,0.0,synthetic_seed
OK,2023,black,non-hisp,m,10-14,0.0,synthetic_seed
OK,2023,black,non-hisp,f,10-14,0.0,synthetic_seed
OK,2023,black,non-hisp,m,15-19,0.3562,synthetic_seed
OK,2023,black,non-hisp,f,15-19,0.3146,synthetic_seed
OK,2023,black,non-hisp,m,20-24,0.7124,synthetic_seed
OK,2023,black,non-hisp,f,20-24,0.6862,synthetic_seed
OK,2023,black,non-hisp,m,25-29,0.8404,synthetic_seed
OK,2023,black,non-hisp,f,25-29,0.7192,synthetic_seed
OK,2023,black,non-hisp,m,30-34,0.882,synthetic_seed
OK,2023,black,non-hisp,f,30-34,0.7099,synthetic_seed
OK,2023,black,non-hisp,m,35-39,0.8667,synthetic_seed
OK,2023,black,non-hisp,f,35-39,0.7109,synthetic_seed
OK,2023,black,non-hisp,m,40-44,0.8637,synthetic_seed
OK,2023,black,non-hisp,f,40-44,0.75,synthetic_seed
OK,2023,black,non-hisp,m,45-49,0.8426,synthetic_seed
OK,2023,black,non-hisp,f,45-49,0.7497,synthetic_seed
OK,2023,black,non-hisp,m,50-54,0.8131,synthetic_seed
OK,2023,black,non-hisp,f,50-54,0.711,synthetic_seed
OK,2023,black,non-hisp,m,55-59,0.7296,synthetic_seed
OK,2023,black,non-hisp,f,55-59,0.6407,synthetic_seed
OK,2023,black,non-hisp,m,60-64,0.5655,synthetic_seed
OK,2023,black,non-hisp,f,60-64,0.4778,synthetic_seed
OK,2023,black,non-hisp,m,65-69,0.3611,synthetic_seed
OK,2023,black,non-hisp,f,65-69,0.2744,synthetic_seed
OK,2023,black,non-hisp,m,70-74,0.2232,synthetic_seed
OK,2023,black,non-hisp,f,70-74,0.1449,synthetic_seed
OK,2023,black,non-hisp,m,75-79,0.118,synthetic_seed
OK,2023,black,non-hisp,f,75-79,0.0687,synthetic_seed
OK,2023,black,non-hisp,m,80-84,0.0554,synthetic_seed
OK,2023,black,non-hisp,f,80-84,0.0293,synthetic_seed
OK,2023,black,non-hisp,m,85+,0.0192,synthetic_seed
OK,2023,black,non-hisp,f,85+,0.0093,synthetic_seed
OK,2023,black,hisp,m,0-4,0.0,synthetic_seed
OK,2023,black,hisp,f,0-4,0.0,synthetic_seed
OK,2023,black,hisp,m,5-9,0.0,synthetic_seed
OK,2023,black,hisp,f,5-9,0.0,synthetic_seed
OK,2023,black,hisp,m,10-14,0.0,synthetic_seed
OK,2023,black,hisp,f,10-14,0.0,synthetic_seed
OK,2023,black,hisp,m,15-19,0.3392,synthetic_seed
OK,2023,black,hisp,f,15-19,0.3184,synthetic_seed
OK,2023,black,hisp,m,20-24,0.7107,synthetic_seed
OK,2023,black,hisp,f,20-24,0.704,synthetic_seed
OK,2023,black,hisp,m,25-29,0.8366,synthetic_seed
OK,2023,black,hisp,f,25-29,0.7261,synthetic_seed
OK,2023,black,hisp,m,30-34,0.8775,synthetic_seed
OK,2023,black,hisp,f,30-34,0.7271,synthetic_seed
OK,2023,black,hisp,m,35-39,0.8956,synthetic_seed
OK,2023,black,hisp,f,35-39,0.7288,synthetic_seed
OK,2023,black,hisp,m,40-44,0.8691,synthetic_seed
OK,2023,black,hisp,f,40-44,0.7243,synthetic_seed
OK,2023,black,hisp,m,45-49,0.8447,synthetic_seed
OK,2023,black,hisp,f,45-49,0.7514,synthetic_seed
OK,2023,black,hisp,m,50-54,0.8068,synthetic_seed
OK,2023,black,hisp,f,50-54,0.724,synthetic_seed
OK,2023,black,hisp,m,55-59,0.753,synthetic_seed
OK,2023,black,hisp,f,55-59,0.6255,synthetic_seed
OK,2023,black,hisp,m,60-64,0.58,synthetic_seed
OK,2023,black,hisp,f,60-64,0.5018,synthetic_seed
OK,2023,black,hisp,m,65-69,0.3638,synthetic_seed
OK,2023,black,hisp,f,65-69,0.2651,synthetic_seed
OK,2023,black,hisp,m,70-74,0.2172,synthetic_seed
OK,2023,black,hisp,f,70-74,0.1431,synthetic_seed
OK,2023,black,hisp,m,75-79,0.1196,synthetic_seed
OK,2023,black,hisp,f,75-79,0.0685,synthetic_seed
OK,2023,black,hisp,m,80-84,0.0592,synthetic_seed
OK,2023,black,hisp,f,80-84,0.0297,synthetic_seed
OK,2023,black,hisp,m,85+,0.0193,synthetic_seed
OK,2023,black,hisp,f,85+,0.0096,synthetic_seed
OK,2023,asian,non-hisp,m,0-4,0.0,synthetic_seed
OK,2023,asian,non-hisp,f,0-4,0.0,synthetic_seed
OK,2023,asian,non-hisp,m,5-9,0.0,synthetic_seed
OK,2023,asian,non-hisp,f,5-9,0.0,synthetic_seed
OK,2023,asian,non-hisp,m,10-14,0.0,synthetic_seed
OK,2023,asian,non-hisp,f,10-14,0.0,synthetic_seed
OK,2023,asian,non-hisp,m,15-19,0.3814,synthetic_seed
OK,2023,asian,non-hisp,f,15-19,0.3335,synthetic_seed
OK,2023,asian,non-hisp,m,20-24,0.8006,synthetic_seed
OK,2023,asian,non-hisp,f,20-24,0.7193,synthetic_seed
OK,2023,asian,non-hisp,m,25-29,0.9414,synthetic_seed
OK,2023,asian,non-hisp,f,25-29,0.7724,synthetic_seed
OK,2023,asian,non-hisp,m,30-34,0.9263,synthetic_seed
OK,2023,asian,non-hisp,f,30-34,0.7417,synthetic_seed
OK,2023,asian,non-hisp,m,35-39,0.9426,synthetic_seed
OK,2023,asian,non-hisp,f,35-39,0.7385,synthetic_seed
OK,2023,asian,non-hisp,m,40-44,0.9393,synthetic_seed
OK,2023,asian,non-hisp,f,40-44,0.7931,synthetic_seed
OK,2023,asian,non-hisp,m,45-49,0.9001,synthetic_seed
OK,2023,asian,non-hisp,f,45-49,0.7755,synthetic_seed
OK,2023,asian,non-hisp,m,50-54,0.8344,synthetic_seed
OK,2023,asian,non-hisp,f,50-54,0.7547,synthetic_seed
OK,2023,asian,non-hisp,m,55-59,0.7489,synthetic_seed
OK,2023,asian,non-hisp,f,55-59,0.6673,synthetic_seed
OK,2023,asian,non-hisp,m,60-64,0.6124,synthetic_seed
OK,2023,asian,non-hisp,f,60-64,0.5108,synthetic_seed
OK,2023,asian,non-hisp,m,65-69,0.399,synthetic_seed
OK,2023,asian,non-hisp,f,65-69,0.2775,synthetic_seed
OK,2023,asian,non-hisp,m,70-74,0.2361,synthetic_seed
OK,2023,asian,non-hisp,f,70-74,0.1517,synthetic_seed
OK,2023,asian,non-hisp,m,75-79,0.1201,synthetic_seed
OK,2023,asian,non-hisp,f,75-79,0.0693,synthetic_seed
OK,2023,asian,non-hisp,m,80-84,0.058,synthetic_seed
OK,2023,asian,non-hisp,f,80-84,0.0307,synthetic_seed
OK,2023,asian,non-hisp,m,85+,0.0207,synthetic_seed
OK,2023,asian,non-hisp,f,85+,0.01,synthetic_seed
OK,2023,asian,hisp,m,0-4,0.0,synthetic_seed
OK,2023,asian,hisp,f,0-4,0.0,synthetic_seed
OK,2023,asian,hisp,m,5-9,0.0,synthetic_seed
OK,2023,asian,hisp,f,5-9,0.0,synthetic_seed
OK,2023,asian,hisp,m,10-14,0.0,synthetic_seed
OK,2023,asian,hisp,f,10-14,0.0,synthetic_seed
OK,2023,asian,hisp,m,15-19,0.3707,synthetic_seed
OK,2023,asian,hisp,f,15-19,0.3068,synthetic_seed
OK,2023,asian,hisp,m,20-24,0.7697,synthetic_seed
OK,2023,asian,hisp,f,20-24,0.7282,synthetic_seed
OK,2023,asian,hisp,m,25-29,0.8985,synthetic_seed
OK,2023,asian,hisp,f,25-29,0.7542,synthetic_seed
OK,2023,asian,hisp,m,30-34,0.8859,synthetic_seed
OK,2023,asian,hisp,f,30-34,0.7178,synthetic_seed
OK,2023,asian,hisp,m,35-39,0.9218,synthetic_seed
OK,2023,asian,hisp,f,35-39,0.7463,synthetic_seed
OK,2023,asian,hisp,m,40-44,0.9233,synthetic_seed
OK,2023,asian,hisp,f,40-44,0.7728,synthetic_seed
OK,2023,asian,hisp,m,45-49,0.8822,synthetic_seed
OK,2023,asian,hisp,f,45-49,0.7981,synthetic_seed
OK,2023,asian,hisp,m,50-54,0.8586,synthetic_seed
OK,2023,asian,hisp,f,50-54,0.7624,synthetic_seed
OK,2023,asian,hisp,m,55-59,0.7578,synthetic_seed
OK,2023,asian,hisp,f,55-59,0.6714,synthetic_seed
OK,2023,asian,hisp,m,60-64,0.6242,synthetic_seed
OK,2023,asian,hisp,f,60-64,0.5178,synthetic_seed
OK,2023,asian,hisp,m,65-69,0.4051,synthetic_seed
OK,2023,asian,hisp,f,65-69,0.2745,synthetic_seed
OK,2023,asian,hisp,m,70-74,0.2361,synthetic_seed
OK,2023,asian,hisp,f,70-74,0.1552,synthetic_seed
OK,2023,asian,hisp,m,75-79,0.1208,synthetic_seed
OK,2023,asian,hisp,f,75-79,0.0715,synthetic_seed
OK,2023,asian,hisp,m,80-84,0.0623,synthetic_seed
OK,2023,asian,hisp,f,80-84,0.0297,synthetic_seed
OK,2023,asian,hisp,m,85+,0.0209,synthetic_seed
OK,2023,asian,hisp,f,85+,0.0108,synthetic_seed
OK,2023,other,non-hisp,m,0-4,0.0,synthetic_seed
OK,2023,other,non-hisp,f,0-4,0.0,synthetic_seed
OK,2023,other,non-hisp,m,5-9,0.0,synthetic_seed
OK,2023,other,non-hisp,f,5-9,0.0,synthetic_seed
OK,2023,other,non-hisp,m,10-14,0.0,synthetic_seed
OK,2023,other,non-hisp,f,10-14,0.0,synthetic_seed
OK,2023,other,non-hisp,m,15-19,0.3721,synthetic_seed
OK,2023,other,non-hisp,f,15-19,0.3157,synthetic_seed
OK,2023,other,non-hisp,m,20-24,0.7507,synthetic_seed
OK,2023,other,non-hisp,f,20-24,0.7071,synthetic_seed
OK,2023,other,non-hisp,m,25-29,0.8871,synthetic_seed
OK,2023,other,non-hisp,f,25-29,0.7544,synthetic_seed
OK,2023,other,non-hisp,m,30-34,0.9063,synthetic_seed
OK,2023,other,non-hisp,f,30-34,0.7378,synthetic_seed
OK,2023,other,non-hisp,m,35-39,0.8963,synthetic_seed
OK,2023,other,non-hisp,f,35-39,0.7344,synthetic_seed
OK,2023,other,non-hisp,m,40-44,0.8703,synthetic_seed
OK,2023,other,non-hisp,f,40-44,0.7645,synthetic_seed
OK,2023,other,non-hisp,m,45-49,0.8821,synthetic_seed
OK,2023,other,non-hisp,f,45-49,0.7763,synthetic_seed
OK,2023,other,non-hisp,m,50-54,0.8281,synthetic_seed
OK,2023,other,non-hisp,f,50-54,0.7297,synthetic_seed
OK,2023,other,non-hisp,m,55-59,0.7572,synthetic_seed
OK,2023,other,non-hisp,f,55-59,0.6576,synthetic_seed
OK,2023,other,non-hisp,m,60-64,0.5992,synthetic_seed
OK,2023,other,non-hisp,f,60-64,0.4935,synthetic_seed
OK,2023,other,non-hisp,m,65-69,0.3732,synthetic_seed
OK,2023,other,non-hisp,f,65-69,0.2786,synthetic_seed
OK,2023,other,non-hisp,m,70-74,0.2341,synthetic_seed
OK,2023,other,non-hisp,f,70-74,0.153,synthetic_seed
OK,2023,other,non-hisp,m,75-79,0.1161,synthetic_seed
OK,2023,other,non-hisp,f,75-79,0.0676,synthetic_seed
OK,2023,other,non-hisp,m,80-84,0.06,synthetic_seed
OK,2023,other,non-hisp,f,80-84,0.0299,synthetic_seed
OK,2023,other,non-hisp,m,85+,0.0199,synthetic_seed
OK,2023,other,non-hisp,f,85+,0.0097,synthetic_seed
OK,2023,other,hisp,m,0-4,0.0,synthetic_seed
OK,2023,other,hisp,f,0-4,0.0,synthetic_seed
OK,2023,other,hisp,m,5-9,0.0,synthetic_seed
OK,2023,other,hisp,f,5-9,0.0,synthetic_seed
OK,2023,other,hisp,m,10-14,0.0,synthetic_seed
OK,2023,other,hisp,f,10-14,0.0,synthetic_seed
OK,2023,other,hisp,m,15-19,0.3601,synthetic_seed
OK,2023,other,hisp,f,15-19,0.3261,synthetic_seed
OK,2023,other,hisp,m,20-24,0.7449,synthetic_seed
OK,2023,other,hisp,f,20-24,0.6825,synthetic_seed
OK,2023,other,hisp,m,25-29,0.8358,synthetic_seed
OK,2023,other,hisp,f,25-29,0.7564,synthetic_seed
OK,2023,other,hisp,m,30-34,0.9008,synthetic_seed
OK,2023,other,hisp,f,30-34,0.7317,synthetic_seed
OK,2023,other,hisp,m,35-39,0.8776,synthetic_seed
OK,2023,other,hisp,f,35-39,0.7489,synthetic_seed
OK,2023,other,hisp,m,40-44,0.88,synthetic_seed
OK,2023,other,hisp,f,40-44,0.7685,synthetic_seed
OK,2023,other,hisp,m,45-49,0.8878,synthetic_seed
OK,2023,other,hisp,f,45-49,0.7933,synthetic_seed
OK,2023,other,hisp,m,50-54,0.8253,synthetic_seed
OK,2023,other,hisp,f,50-54,0.7417,synthetic_seed
OK,2023,other,hisp,m,55-59,0.7623,synthetic_seed
OK,2023,other,hisp,f,55-59,0.6645,synthetic_seed
OK,2023,other,hisp,m,60-64,0.5976,synthetic_seed
OK,2023,other,hisp,f,60-64,0.5079,synthetic_seed
OK,2023,other,hisp,m,65-69,0.3767,synthetic_seed
OK,2023,other,hisp,f,65-69,0.2725,synthetic_seed
OK,2023,other,hisp,m,70-74,0.2319,synthetic_seed
OK,2023,other,hisp,f,70-74,0.1493,synthetic_seed
OK,2023,other,hisp,m,75-79,0.1215,synthetic_seed
OK,2023,other,hisp,f,75-79,0.0682,synthetic_seed
OK,2023,other,hisp,m,80-84,0.0591,synthetic_seed
OK,2023,other,hisp,f,80-84,0.0309,synthetic_seed
OK,2023,other,hisp,m,85+,0.0204,synthetic_seed
OK,2023,other,hisp,f,85+,0.0097,synthetic_seed
OR,2023,white,non-hisp,m,0-4,0.0,synthetic_seed
OR,2023,white,non-hisp,f,0-4,0.0,synthetic_seed
OR,2023,white,non-hisp,m,5-9,0.0,synthetic_seed
OR,2023,white,non-hisp,f,5-9,0.0,synthetic_seed
OR,2023,white,non-hisp,m,10-14,0.0,synthetic_seed
OR,2023,white,non-hisp,f,10-14,0.0,synthetic_seed
OR,2023,white,non-hisp,m,15-19,0.3631,synthetic_seed
OR,2023,white,non-hisp,f,15-19,0.3183,synthetic_seed
OR,2023,white,non-hisp,m,20-24,0.7689,synthetic_seed
OR,2023,white,non-hisp,f,20-24,0.6969,synthetic_seed
OR,2023,white,non-hisp,m,25-29,0.8808,synthetic_seed
OR,2023,white,non-hisp,f,25-29,0.7552,synthetic_seed
OR,2023,white,non-hisp,m,30-34,0.9178,synthetic_seed
OR,2023,white,non-hisp,f,30-34,0.7151,synthetic_seed
OR,2023,white,non-hisp,m,35-39,0.9083,synthetic_seed
OR,2023,white,non-hisp,f,35-39,0.7487,synthetic_seed
OR,2023,white,non-hisp,m,40-44,0.8902,synthetic_seed
OR,2023,white,non-hisp,f,40-44,0.7722,synthetic_seed
OR,2023,white,non-hisp,m,45-49,0.8713,synthetic_seed
OR,2023,white,non-hisp,f,45-49,0.7872,synthetic_seed
OR,2023,white,non-hisp,m,50-54,0.8405,synthetic_seed
OR,2023,white,non-hisp,f,50-54,0.7329,synthetic_seed
OR,2023,white,non-hisp,m,55-59,0.7478,synthetic_seed
OR,2023,white,non-hisp,f,55-59,0.6449,synthetic_seed
OR,2023,white,non-hisp,m,60-64,0.6065,synthetic_seed
OR,2023,white,non-hisp,f,60-64,0.4915,synthetic_seed
OR,2023,white,non-hisp,m,65-69,0.3587,synthetic_seed
OR,2023,white,non-hisp,f,65-69,0.2646,synthetic_seed
OR,2023,white,non-hisp,m,70-74,0.2246,synthetic_seed
OR,2023,white,non-hisp,f,70-74,0.1491,synthetic_seed
OR,2023,white,non-hisp,m,75-79,0.1184,synthetic_seed
OR,2023,white,non-hisp,f,75-79,0.0718,synthetic_seed
OR,2023,white,non-hisp,m,80-84,0.0614,synthetic_seed
OR,2023,white,non-hisp,f,80-84,0.0305,synthetic_seed
OR,2023,white,non-hisp,m,85+,0.02,synthetic_seed
OR,2023,white,non-hisp,f,85+,0.0098,synthetic_seed
OR,2023,white,hisp,m,0-4,0.0,synthetic_seed
OR,2023,white,hisp,f,0-4,0.0,synthetic_seed
OR,2023,white,hisp,m,5-9,0.0,synthetic_seed
OR,2023,white,hisp,f,5-9,0.0,synthetic_seed
OR,2023,white,hisp,m,10-14,0.0,synthetic_seed
OR,2023,white,hisp,f,10-14,0.0,synthetic_seed
OR,2023,white,hisp,m,15-19,0.3554,synthetic_seed
OR,2023,white,hisp,f,15-19,0.3208,synthetic_seed
OR,2023,white,hisp,m,20-24,0.7282,synthetic_seed
OR,2023,white,hisp,f,20-24,0.6909,synthetic_seed
OR,2023,white,hisp,m,25-29,0.8677,synthetic_seed
OR,2023,white,hisp,f,25-29,0.7327,synthetic_seed
OR,2023,white,hisp,m,30-34,0.9209,synthetic_seed
OR,2023,white,hisp,f,30-34,0.709,synthetic_seed
