state_code,year,race,origin,sex,age_group,net_migration,migration_rate,source
UT,2023,other,non-hisp,f,10-14,,0.00486,synthetic_seed
UT,2023,other,non-hisp,f,15-19,,0.01132,synthetic_seed
UT,2023,other,non-hisp,f,20-24,,0.01747,synthetic_seed
UT,2023,other,non-hisp,f,25-29,,0.02264,synthetic_seed
UT,2023,other,non-hisp,f,30-34,,0.02754,synthetic_seed
UT,2023,other,non-hisp,f,35-39,,0.01966,synthetic_seed
UT,2023,other,non-hisp,f,40-44,,0.02517,synthetic_seed
UT,2023,other,non-hisp,f,45-49,,0.01448,synthetic_seed
UT,2023,other,non-hisp,f,50-54,,0.00822,synthetic_seed
UT,2023,other,non-hisp,f,55-59,,0.0044,synthetic_seed
UT,2023,other,non-hisp,f,60-64,,0.00439,synthetic_seed
UT,2023,other,non-hisp,f,65-69,,0.00436,synthetic_seed
UT,2023,other,non-hisp,f,70-74,,0.00363,synthetic_seed
UT,2023,other,non-hisp,f,75-79,,0.00455,synthetic_seed
UT,2023,other,non-hisp,f,80-84,,0.00389,synthetic_seed
UT,2023,other,non-hisp,f,85+,,0.00464,synthetic_seed
UT,2023,other,hisp,m,0-4,,0.00381,synthetic_seed
UT,2023,other,hisp,m,5-9,,0.00405,synthetic_seed
UT,2023,other,hisp,m,10-14,,0.00464,synthetic_seed
UT,2023,other,hisp,m,15-19,,0.01086,synthetic_seed
UT,2023,other,hisp,m,20-24,,0.01707,synthetic_seed
UT,2023,other,hisp,m,25-29,,0.02381,synthetic_seed
UT,2023,other,hisp,m,30-34,,0.01786,synthetic_seed
UT,2023,other,hisp,m,35-39,,0.01884,synthetic_seed
UT,2023,other,hisp,m,40-44,,0.0247,synthetic_seed
UT,2023,other,hisp,m,45-49,,0.01076,synthetic_seed
UT,2023,other,hisp,m,50-54,,0.01152,synthetic_seed
UT,2023,other,hisp,m,55-59,,0.00556,synthetic_seed
UT,2023,other,hisp,m,60-64,,0.00474,synthetic_seed
UT,2023,other,hisp,m,65-69,,0.00435,synthetic_seed
UT,2023,other,hisp,m,70-74,,0.00504,synthetic_seed
UT,2023,other,hisp,m,75-79,,0.0047,synthetic_seed
UT,2023,other,hisp,m,80-84,,0.00422,synthetic_seed
UT,2023,other,hisp,m,85+,,0.00409,synthetic_seed
UT,2023,other,hisp,f,0-4,,0.00483,synthetic_seed
UT,2023,other,hisp,f,5-9,,0.00332,synthetic_seed
UT,2023,other,hisp,f,10-14,,0.00333,synthetic_seed
UT,2023,other,hisp,f,15-19,,0.01154,synthetic_seed
UT,2023,other,hisp,f,20-24,,0.02149,synthetic_seed
UT,2023,other,hisp,f,25-29,,0.01462,synthetic_seed
UT,2023,other,hisp,f,30-34,,0.01288,synthetic_seed
UT,2023,other,hisp,f,35-39,,0.02391,synthetic_seed
UT,2023,other,hisp,f,40-44,,0.0234,synthetic_seed
UT,2023,other,hisp,f,45-49,,0.01162,synthetic_seed
UT,2023,other,hisp,f,50-54,,0.00695,synthetic_seed
UT,2023,other,hisp,f,55-59,,0.00479,synthetic_seed
UT,2023,other,hisp,f,60-64,,0.00472,synthetic_seed
UT,2023,other,hisp,f,65-69,,0.0052,synthetic_seed
UT,2023,other,hisp,f,70-74,,0.00444,synthetic_seed
UT,2023,other,hisp,f,75-79,,0.00306,synthetic_seed
UT,2023,other,hisp,f,80-84,,0.00557,synthetic_seed
UT,2023,other,hisp,f,85+,,0.00502,synthetic_seed
VT,2023,white,non-hisp,m,0-4,,0.00072,synthetic_seed
VT,2023,white,non-hisp,m,5-9,,0.00071,synthetic_seed
VT,2023,white,non-hisp,m,10-14,,0.00096,synthetic_seed
VT,2023,white,non-hisp,m,15-19,,0.00229,synthetic_seed
VT,2023,white,non-hisp,m,20-24,,0.0031,synthetic_seed
VT,2023,white,non-hisp,m,25-29,,0.00383,synthetic_seed
VT,2023,white,non-hisp,m,30-34,,0.00366,synthetic_seed
VT,2023,white,non-hisp,m,35-39,,0.0039,synthetic_seed
VT,2023,white,non-hisp,m,40-44,,0.00425,synthetic_seed
VT,2023,white,non-hisp,m,45-49,,0.00158,synthetic_seed
VT,2023,white,non-hisp,m,50-54,,0.00237,synthetic_seed
VT,2023,white,non-hisp,m,55-59,,0.00071,synthetic_seed
VT,2023,white,non-hisp,m,60-64,,0.00095,synthetic_seed
VT,2023,white,non-hisp,m,65-69,,0.00087,synthetic_seed
VT,2023,white,non-hisp,m,70-74,,0.00068,synthetic_seed
VT,2023,white,non-hisp,m,75-79,,0.00106,synthetic_seed
VT,2023,white,non-hisp,m,80-84,,0.00093,synthetic_seed
VT,2023,white,non-hisp,m,85+,,0.00079,synthetic_seed
VT,2023,white,non-hisp,f,0-4,,0.00091,synthetic_seed
VT,2023,white,non-hisp,f,5-9,,0.00074,synthetic_seed
VT,2023,white,non-hisp,f,10-14,,0.001,synthetic_seed
VT,2023,white,non-hisp,f,15-19,,0.00173,synthetic_seed
VT,2023,white,non-hisp,f,20-24,,0.00519,synthetic_seed
VT,2023,white,non-hisp,f,25-29,,0.00388,synthetic_seed
VT,2023,white,non-hisp,f,30-34,,0.0037,synthetic_seed
VT,2023,white,non-hisp,f,35-39,,0.00432,synthetic_seed
VT,2023,white,non-hisp,f,40-44,,0.00328,synthetic_seed
VT,2023,white,non-hisp,f,45-49,,0.00223,synthetic_seed
VT,2023,white,non-hisp,f,50-54,,0.00184,synthetic_seed
VT,2023,white,non-hisp,f,55-59,,0.00081,synthetic_seed
VT,2023,white,non-hisp,f,60-64,,0.00089,synthetic_seed
VT,2023,white,non-hisp,f,65-69,,0.0012,synthetic_seed
VT,2023,white,non-hisp,f,70-74,,0.00085,synthetic_seed
VT,2023,white,non-hisp,f,75-79,,0.00074,synthetic_seed
VT,2023,white,non-hisp,f,80-84,,0.00108,synthetic_seed
VT,2023,white,non-hisp,f,85+,,0.00086,synthetic_seed
VT,2023,white,hisp,m,0-4,,0.00075,synthetic_seed
VT,2023,white,hisp,m,5-9,,0.00073,synthetic_seed
VT,2023,white,hisp,m,10-14,,0.00079,synthetic_seed
VT,2023,white,hisp,m,15-19,,0.00172,synthetic_seed
VT,2023,white,hisp,m,20-24,,0.00326,synthetic_seed
VT,2023,white,hisp,m,25-29,,0.00417,synthetic_seed
VT,2023,white,hisp,m,30-34,,0.00299,synthetic_seed
VT,2023,white,hisp,m,35-39,,0.00351,synthetic_seed
VT,2023,white,hisp,m,40-44,,0.00362,synthetic_seed
VT,2023,white,hisp,m,45-49,,0.00213,synthetic_seed
VT,2023,white,hisp,m,50-54,,0.00137,synthetic_seed
VT,2023,white,hisp,m,55-59,,0.00065,synthetic_seed
VT,2023,white,hisp,m,60-64,,0.00083,synthetic_seed
VT,2023,white,hisp,m,65-69,,0.00088,synthetic_seed
VT,2023,white,hisp,m,70-74,,0.00047,synthetic_seed
VT,2023,white,hisp,m,75-79,,0.00085,synthetic_seed
VT,2023,white,hisp,m,80-84,,0.00073,synthetic_seed
VT,2023,white,hisp,m,85+,,0.00094,synthetic_seed
VT,2023,white,hisp,f,0-4,,0.0009,synthetic_seed
VT,2023,white,hisp,f,5-9,,0.00087,synthetic_seed
VT,2023,white,hisp,f,10-14,,0.00091,synthetic_seed
VT,2023,white,hisp,f,15-19,,0.00204,synthetic_seed
VT,2023,white,hisp,f,20-24,,0.004,synthetic_seed
VT,2023,white,hisp,f,25-29,,0.00355,synthetic_seed
VT,2023,white,hisp,f,30-34,,0.00509,synthetic_seed
VT,2023,white,hisp,f,35-39,,0.00438,synthetic_seed
VT,2023,white,hisp,f,40-44,,0.00422,synthetic_seed
VT,2023,white,hisp,f,45-49,,0.00159,synthetic_seed
VT,2023,white,hisp,f,50-54,,0.00157,synthetic_seed
VT,2023,white,hisp,f,55-59,,0.00091,synthetic_seed
VT,2023,white,hisp,f,60-64,,0.00078,synthetic_seed
VT,2023,white,hisp,f,65-69,,0.00082,synthetic_seed
VT,2023,white,hisp,f,70-74,,0.00064,synthetic_seed
VT,2023,white,hisp,f,75-79,,0.00094,synthetic_seed
VT,2023,white,hisp,f,80-84,,0.00091,synthetic_seed
VT,2023,white,hisp,f,85+,,0.00098,synthetic_seed
VT,2023,black,non-hisp,m,0-4,,0.00074,synthetic_seed
VT,2023,black,non-hisp,m,5-9,,0.00077,synthetic_seed
VT,2023,black,non-hisp,m,10-14,,0.0008,synthetic_seed
VT,2023,black,non-hisp,m,15-19,,0.00235,synthetic_seed
VT,2023,black,non-hisp,m,20-24,,0.00406,synthetic_seed
VT,2023,black,non-hisp,m,25-29,,0.0038,synthetic_seed
VT,2023,black,non-hisp,m,30-34,,0.00443,synthetic_seed
VT,2023,black,non-hisp,m,35-39,,0.00445,synthetic_seed
VT,2023,black,non-hisp,m,40-44,,0.00418,synthetic_seed
VT,2023,black,non-hisp,m,45-49,,0.00195,synthetic_seed
VT,2023,black,non-hisp,m,50-54,,0.002,synthetic_seed
VT,2023,black,non-hisp,m,55-59,,0.00065,synthetic_seed
VT,2023,black,non-hisp,m,60-64,,0.00075,synthetic_seed
VT,2023,black,non-hisp,m,65-69,,0.00091,synthetic_seed
VT,2023,black,non-hisp,m,70-74,,0.00063,synthetic_seed
VT,2023,black,non-hisp,m,75-79,,0.0008,synthetic_seed
VT,2023,black,non-hisp,m,80-84,,0.00066,synthetic_seed
VT,2023,black,non-hisp,m,85+,,0.00082,synthetic_seed
VT,2023,black,non-hisp,f,0-4,,0.0007,synthetic_seed
VT,2023,black,non-hisp,f,5-9,,0.00104,synthetic_seed
VT,2023,black,non-hisp,f,10-14,,0.00059,synthetic_seed
VT,2023,black,non-hisp,f,15-19,,0.00206,synthetic_seed
VT,2023,black,non-hisp,f,20-24,,0.00517,synthetic_seed
VT,2023,black,non-hisp,f,25-29,,0.00403,synthetic_seed
VT,2023,black,non-hisp,f,30-34,,0.00387,synthetic_seed
VT,2023,black,non-hisp,f,35-39,,0.00355,synthetic_seed
VT,2023,black,non-hisp,f,40-44,,0.00355,synthetic_seed
VT,2023,black,non-hisp,f,45-49,,0.0018,synthetic_seed
VT,2023,black,non-hisp,f,50-54,,0.00247,synthetic_seed
VT,2023,black,non-hisp,f,55-59,,0.00083,synthetic_seed
VT,2023,black,non-hisp,f,60-64,,0.00081,synthetic_seed
VT,2023,black,non-hisp,f,65-69,,0.00075,synthetic_seed
VT,2023,black,non-hisp,f,70-74,,0.00071,synthetic_seed
VT,2023,black,non-hisp,f,75-79,,0.00072,synthetic_seed
VT,2023,black,non-hisp,f,80-84,,0.0008,synthetic_seed
VT,2023,black,non-hisp,f,85+,,0.00084,synthetic_seed
VT,2023,black,hisp,m,0-4,,0.0006,synthetic_seed
VT,2023,black,hisp,m,5-9,,0.00071,synthetic_seed
VT,2023,black,hisp,m,10-14,,0.00114,synthetic_seed
VT,2023,black,hisp,m,15-19,,0.00237,synthetic_seed
VT,2023,black,hisp,m,20-24,,0.00445,synthetic_seed
VT,2023,black,hisp,m,25-29,,0.00461,synthetic_seed
VT,2023,black,hisp,m,30-34,,0.00507,synthetic_seed
VT,2023,black,hisp,m,35-39,,0.00401,synthetic_seed
VT,2023,black,hisp,m,40-44,,0.00325,synthetic_seed
VT,2023,black,hisp,m,45-49,,0.00229,synthetic_seed
VT,2023,black,hisp,m,50-54,,0.00146,synthetic_seed
VT,2023,black,hisp,m,55-59,,0.00099,synthetic_seed
VT,2023,black,hisp,m,60-64,,0.00066,synthetic_seed
VT,2023,black,hisp,m,65-69,,0.00089,synthetic_seed
VT,2023,black,hisp,m,70-74,,0.00056,synthetic_seed
VT,2023,black,hisp,m,75-79,,0.00086,synthetic_seed
VT,2023,black,hisp,m,80-84,,0.00094,synthetic_seed
VT,2023,black,hisp,m,85+,,0.00095,synthetic_seed
VT,2023,black,hisp,f,0-4,,0.00071,synthetic_seed
VT,2023,black,hisp,f,5-9,,0.0007,synthetic_seed
VT,2023,black,hisp,f,10-14,,0.00081,synthetic_seed
VT,2023,black,hisp,f,15-19,,0.0022,synthetic_seed
VT,2023,black,hisp,f,20-24,,0.00373,synthetic_seed
VT,2023,black,hisp,f,25-29,,0.00446,synthetic_seed
VT,2023,black,hisp,f,30-34,,0.00431,synthetic_seed
VT,2023,black,hisp,f,35-39,,0.00403,synthetic_seed
VT,2023,black,hisp,f,40-44,,0.00424,synthetic_seed
VT,2023,black,hisp,f,45-49,,0.00164,synthetic_seed
VT,2023,black,hisp,f,50-54,,0.00207,synthetic_seed
VT,2023,black,hisp,f,55-59,,0.00072,synthetic_seed
VT,2023,black,hisp,f,60-64,,0.0006,synthetic_seed
VT,2023,black,hisp,f,65-69,,0.00064,synthetic_seed
VT,2023,black,hisp,f,70-74,,0.00092,synthetic_seed
VT,2023,black,hisp,f,75-79,,0.0008,synthetic_seed
VT,2023,black,hisp,f,80-84,,0.00094,synthetic_seed
VT,2023,black,hisp,f,85+,,0.00088,synthetic_seed
VT,2023,asian,non-hisp,m,0-4,,0.00101,synthetic_seed
VT,2023,asian,non-hisp,m,5-9,,0.00063,synthetic_seed
VT,2023,asian,non-hisp,m,10-14,,0.00079,synthetic_seed
VT,2023,asian,non-hisp,m,15-19,,0.00205,synthetic_seed
VT,2023,asian,non-hisp,m,20-24,,0.00361,synthetic_seed
VT,2023,asian,non-hisp,m,25-29,,0.00407,synthetic_seed
VT,2023,asian,non-hisp,m,30-34,,0.00337,synthetic_seed
VT,2023,asian,non-hisp,m,35-39,,0.00384,synthetic_seed
VT,2023,asian,non-hisp,m,40-44,,0.0036,synthetic_seed
VT,2023,asian,non-hisp,m,45-49,,0.00251,synthetic_seed
VT,2023,asian,non-hisp,m,50-54,,0.00195,synthetic_seed
VT,2023,asian,non-hisp,m,55-59,,0.00086,synthetic_seed
VT,2023,asian,non-hisp,m,60-64,,0.00083,synthetic_seed
VT,2023,asian,non-hisp,m,65-69,,0.00073,synthetic_seed
VT,2023,asian,non-hisp,m,70-74,,0.00061,synthetic_seed
VT,2023,asian,non-hisp,m,75-79,,0.00085,synthetic_seed
VT,2023,asian,non-hisp,m,80-84,,0.0008,synthetic_seed
VT,2023,asian,non-hisp,m,85+,,0.00061,synthetic_seed
VT,2023,asian,non-hisp,f,0-4,,0.00101,synthetic_seed
VT,2023,asian,non-hisp,f,5-9,,0.00064,synthetic_seed
VT,2023,asian,non-hisp,f,10-14,,0.0008,synthetic_seed
VT,2023,asian,non-hisp,f,15-19,,0.00214,synthetic_seed
VT,2023,asian,non-hisp,f,20-24,,0.00491,synthetic_seed
VT,2023,asian,non-hisp,f,25-29,,0.0046,synthetic_seed
VT,2023,asian,non-hisp,f,30-34,,0.00214,synthetic_seed
VT,2023,asian,non-hisp,f,35-39,,0.00489,synthetic_seed
VT,2023,asian,non-hisp,f,40-44,,0.00281,synthetic_seed
VT,2023,asian,non-hisp,f,45-49,,0.00184,synthetic_seed
VT,2023,asian,non-hisp,f,50-54,,0.00201,synthetic_seed
VT,2023,asian,non-hisp,f,55-59,,0.00062,synthetic_seed
VT,2023,asian,non-hisp,f,60-64,,0.00084,synthetic_seed
VT,2023,asian,non-hisp,f,65-69,,0.00072,synthetic_seed
VT,2023,asian,non-hisp,f,70-74,,0.0009,synthetic_seed
VT,2023,asian,non-hisp,f,75-79,,0.00072,synthetic_seed
VT,2023,asian,non-hisp,f,80-84,,0.00087,synthetic_seed
VT,2023,asian,non-hisp,f,85+,,0.00088,synthetic_seed
VT,2023,asian,hisp,m,0-4,,0.00096,synthetic_seed
VT,2023,asian,hisp,m,5-9,,0.00064,synthetic_seed
VT,2023,asian,hisp,m,10-14,,0.0007,synthetic_seed
VT,2023,asian,hisp,m,15-19,,0.00244,synthetic_seed
VT,2023,asian,hisp,m,20-24,,0.00441,synthetic_seed
VT,2023,asian,hisp,m,25-29,,0.00447,synthetic_seed
VT,2023,asian,hisp,m,30-34,,0.00394,synthetic_seed
VT,2023,asian,hisp,m,35-39,,0.00436,synthetic_seed
VT,2023,asian,hisp,m,40-44,,0.00368,synthetic_seed
VT,2023,asian,hisp,m,45-49,,0.0023,synthetic_seed
VT,2023,asian,hisp,m,50-54,,0.00223,synthetic_seed
VT,2023,asian,hisp,m,55-59,,0.00091,synthetic_seed
VT,2023,asian,hisp,m,60-64,,0.0007,synthetic_seed
VT,2023,asian,hisp,m,65-69,,0.00061,synthetic_seed
VT,2023,asian,hisp,m,70-74,,0.00069,synthetic_seed
VT,2023,asian,hisp,m,75-79,,0.00077,synthetic_seed
VT,2023,asian,hisp,m,80-84,,0.00102,synthetic_seed
VT,2023,asian,hisp,m,85+,,0.0008,synthetic_seed
VT,2023,asian,hisp,f,0-4,,0.00064,synthetic_seed
VT,2023,asian,hisp,f,5-9,,0.00071,synthetic_seed
VT,2023,asian,hisp,f,10-14,,0.00064,synthetic_seed
VT,2023,asian,hisp,f,15-19,,0.00205,synthetic_seed
VT,2023,asian,hisp,f,20-24,,0.00469,synthetic_seed
VT,2023,asian,hisp,f,25-29,,0.00421,synthetic_seed
VT,2023,asian,hisp,f,30-34,,0.00392,synthetic_seed
VT,2023,asian,hisp,f,35-39,,0.00406,synthetic_seed
VT,2023,asian,hisp,f,40-44,,0.00391,synthetic_seed
VT,2023,asian,hisp,f,45-49,,0.00224,synthetic_seed
VT,2023,asian,hisp,f,50-54,,0.00167,synthetic_seed
VT,2023,asian,hisp,f,55-59,,0.00072,synthetic_seed
VT,2023,asian,hisp,f,60-64,,0.00083,synthetic_seed
VT,2023,asian,hisp,f,65-69,,0.00092,synthetic_seed
VT,2023,asian,hisp,f,70-74,,0.00081,synthetic_seed
VT,2023,asian,hisp,f,75-79,,0.00079,synthetic_seed
VT,2023,asian,hisp,f,80-84,,0.00067,synthetic_seed
VT,2023,asian,hisp,f,85+,,0.00084,synthetic_seed
VT,2023,other,non-hisp,m,0-4,,0.00092,synthetic_seed
VT,2023,other,non-hisp,m,5-9,,0.00095,synthetic_seed
VT,2023,other,non-hisp,m,10-14,,0.00063,synthetic_seed
VT,2023,other,non-hisp,m,15-19,,0.00168,synthetic_seed
VT,2023,other,non-hisp,m,20-24,,0.00515,synthetic_seed
VT,2023,other,non-hisp,m,25-29,,0.00417,synthetic_seed
VT,2023,other,non-hisp,m,30-34,,0.0044,synthetic_seed
VT,2023,other,non-hisp,m,35-39,,0.00295,synthetic_seed
VT,2023,other,non-hisp,m,40-44,,0.00446,synthetic_seed
VT,2023,other,non-hisp,m,45-49,,0.00202,synthetic_seed
VT,2023,other,non-hisp,m,50-54,,0.00202,synthetic_seed
VT,2023,other,non-hisp,m,55-59,,0.0007,synthetic_seed
VT,2023,other,non-hisp,m,60-64,,0.00095,synthetic_seed
VT,2023,other,non-hisp,m,65-69,,0.00091,synthetic_seed
VT,2023,other,non-hisp,m,70-74,,0.00069,synthetic_seed
VT,2023,other,non-hisp,m,75-79,,0.00067,synthetic_seed
VT,2023,other,non-hisp,m,80-84,,0.00085,synthetic_seed
VT,2023,other,non-hisp,m,85+,,0.00077,synthetic_seed
VT,2023,other,non-hisp,f,0-4,,0.00071,synthetic_seed
VT,2023,other,non-hisp,f,5-9,,0.00105,synthetic_seed
VT,2023,other,non-hisp,f,10-14,,0.00071,synthetic_seed
VT,2023,other,non-hisp,f,15-19,,0.00162,synthetic_seed
VT,2023,other,non-hisp,f,20-24,,0.0037,synthetic_seed
VT,2023,other,non-hisp,f,25-29,,0.0043,synthetic_seed
VT,2023,other,non-hisp,f,30-34,,0.00498,synthetic_seed
VT,2023,other,non-hisp,f,35-39,,0.00352,synthetic_seed
VT,2023,other,non-hisp,f,40-44,,0.00442,synthetic_seed
VT,2023,other,non-hisp,f,45-49,,0.00199,synthetic_seed
VT,2023,other,non-hisp,f,50-54,,0.00216,synthetic_seed
VT,2023,other,non-hisp,f,55-59,,0.00077,synthetic_seed
VT,2023,other,non-hisp,f,60-64,,0.00087,synthetic_seed
VT,2023,other,non-hisp,f,65-69,,0.00094,synthetic_seed
VT,2023,other,non-hisp,f,70-74,,0.00077,synthetic_seed
VT,2023,other,non-hisp,f,75-79,,0.00102,synthetic_seed
VT,2023,other,non-hisp,f,80-84,,0.00074,synthetic_seed
VT,2023,other,non-hisp,f,85+,,0.00076,synthetic_seed
VT,2023,other,hisp,m,0-4,,0.00067,synthetic_seed
VT,2023,other,hisp,m,5-9,,0.00086,synthetic_seed
VT,2023,other,hisp,m,10-14,,0.00078,synthetic_seed
VT,2023,other,hisp,m,15-19,,0.0019,synthetic_seed
VT,2023,other,hisp,m,20-24,,0.00348,synthetic_seed
VT,2023,other,hisp,m,25-29,,0.0037,synthetic_seed
VT,2023,other,hisp,m,30-34,,0.00387,synthetic_seed
VT,2023,other,hisp,m,35-39,,0.00386,synthetic_seed
VT,2023,other,hisp,m,40-44,,0.00411,synthetic_seed
VT,2023,other,hisp,m,45-49,,0.0017,synthetic_seed
VT,2023,other,hisp,m,50-54,,0.0019,synthetic_seed
VT,2023,other,hisp,m,55-59,,0.00101,synthetic_seed
VT,2023,other,hisp,m,60-64,,0.00096,synthetic_seed
VT,2023,other,hisp,m,65-69,,0.00083,synthetic_seed
VT,2023,other,hisp,m,70-74,,0.00086,synthetic_seed
VT,2023,other,hisp,m,75-79,,0.00097,synthetic_seed
VT,2023,other,hisp,m,80-84,,0.00078,synthetic_seed
VT,2023,other,hisp,m,85+,,0.00078,synthetic_seed
VT,2023,other,hisp,f,0-4,,0.00097,synthetic_seed
VT,2023,other,hisp,f,5-9,,0.00096,synthetic_seed
VT,2023,other,hisp,f,10-14,,0.0008,synthetic_seed
VT,2023,other,hisp,f,15-19,,0.00234,synthetic_seed
VT,2023,other,hisp,f,20-24,,0.00348,synthetic_seed
VT,2023,other,hisp,f,25-29,,0.00267,synthetic_seed
VT,2023,other,hisp,f,30-34,,0.0034,synthetic_seed
VT,2023,other,hisp,f,35-39,,0.00439,synthetic_seed
VT,2023,other,hisp,f,40-44,,0.00351,synthetic_seed
VT,2023,other,hisp,f,45-49,,0.00187,synthetic_seed
VT,2023,other,hisp,f,50-54,,0.00178,synthetic_seed
VT,2023,other,hisp,f,55-59,,0.00065,synthetic_seed
VT,2023,other,hisp,f,60-64,,0.00079,synthetic_seed
VT,2023,other,hisp,f,65-69,,0.00073,synthetic_seed
VT,2023,other,hisp,f,70-74,,0.00053,synthetic_seed
VT,2023,other,hisp,f,75-79,,0.00069,synthetic_seed
VT,2023,other,hisp,f,80-84,,0.00065,synthetic_seed
VT,2023,other,hisp,f,85+,,0.00067,synthetic_seed
VA,2023,white,non-hisp,m,0-4,,0.00257,synthetic_seed
VA,2023,white,non-hisp,m,5-9,,0.00216,synthetic_seed
VA,2023,white,non-hisp,m,10-14,,0.00229,synthetic_seed
VA,2023,white,non-hisp,m,15-19,,0.00863,synthetic_seed
VA,2023,white,non-hisp,m,20-24,,0.01746,synthetic_seed
VA,2023,white,non-hisp,m,25-29,,0.01312,synthetic_seed
VA,2023,white,non-hisp,m,30-34,,0.01715,synthetic_seed
VA,2023,white,non-hisp,m,35-39,,0.01442,synthetic_seed
VA,2023,white,non-hisp,m,40-44,,0.01302,synthetic_seed
VA,2023,white,non-hisp,m,45-49,,0.00638,synthetic_seed
VA,2023,white,non-hisp,m,50-54,,0.00609,synthetic_seed
VA,2023,white,non-hisp,m,55-59,,0.00353,synthetic_seed
VA,2023,white,non-hisp,m,60-64,,0.00377,synthetic_seed
VA,2023,white,non-hisp,m,65-69,,0.002,synthetic_seed
VA,2023,white,non-hisp,m,70-74,,0.00296,synthetic_seed
VA,2023,white,non-hisp,m,75-79,,0.00321,synthetic_seed
VA,2023,white,non-hisp,m,80-84,,0.00299,synthetic_seed
VA,2023,white,non-hisp,m,85+,,0.00308,synthetic_seed
VA,2023,white,non-hisp,f,0-4,,0.0026,synthetic_seed
VA,2023,white,non-hisp,f,5-9,,0.00253,synthetic_seed
VA,2023,white,non-hisp,f,10-14,,0.00342,synthetic_seed
VA,2023,white,non-hisp,f,15-19,,0.00853,synthetic_seed
VA,2023,white,non-hisp,f,20-24,,0.0118,synthetic_seed
VA,2023,white,non-hisp,f,25-29,,0.01318,synthetic_seed
VA,2023,white,non-hisp,f,30-34,,0.01412,synthetic_seed
VA,2023,white,non-hisp,f,35-39,,0.01465,synthetic_seed
VA,2023,white,non-hisp,f,40-44,,0.00905,synthetic_seed
VA,2023,white,non-hisp,f,45-49,,0.00485,synthetic_seed
VA,2023,white,non-hisp,f,50-54,,0.00645,synthetic_seed
VA,2023,white,non-hisp,f,55-59,,0.0024,synthetic_seed
VA,2023,white,non-hisp,f,60-64,,0.0027,synthetic_seed
VA,2023,white,non-hisp,f,65-69,,0.00244,synthetic_seed
VA,2023,white,non-hisp,f,70-74,,0.00271,synthetic_seed
VA,2023,white,non-hisp,f,75-79,,0.00267,synthetic_seed
VA,2023,white,non-hisp,f,80-84,,0.00276,synthetic_seed
VA,2023,white,non-hisp,f,85+,,0.00239,synthetic_seed
VA,2023,white,hisp,m,0-4,,0.0032,synthetic_seed
VA,2023,white,hisp,m,5-9,,0.00307,synthetic_seed
VA,2023,white,hisp,m,10-14,,0.00168,synthetic_seed
VA,2023,white,hisp,m,15-19,,0.00668,synthetic_seed
VA,2023,white,hisp,m,20-24,,0.00968,synthetic_seed
VA,2023,white,hisp,m,25-29,,0.01041,synthetic_seed
VA,2023,white,hisp,m,30-34,,0.01587,synthetic_seed
VA,2023,white,hisp,m,35-39,,0.0152,synthetic_seed
VA,2023,white,hisp,m,40-44,,0.0133,synthetic_seed
VA,2023,white,hisp,m,45-49,,0.00712,synthetic_seed
VA,2023,white,hisp,m,50-54,,0.00542,synthetic_seed
VA,2023,white,hisp,m,55-59,,0.00248,synthetic_seed
VA,2023,white,hisp,m,60-64,,0.00215,synthetic_seed
VA,2023,white,hisp,m,65-69,,0.00248,synthetic_seed
VA,2023,white,hisp,m,70-74,,0.00274,synthetic_seed
VA,2023,white,hisp,m,75-79,,0.00338,synthetic_seed
VA,2023,white,hisp,m,80-84,,0.0032,synthetic_seed
VA,2023,white,hisp,m,85+,,0.00286,synthetic_seed
VA,2023,white,hisp,f,0-4,,0.00316,synthetic_seed
VA,2023,white,hisp,f,5-9,,0.0026,synthetic_seed
VA,2023,white,hisp,f,10-14,,0.00315,synthetic_seed
VA,2023,white,hisp,f,15-19,,0.00677,synthetic_seed
VA,2023,white,hisp,f,20-24,,0.01529,synthetic_seed
VA,2023,white,hisp,f,25-29,,0.01735,synthetic_seed
VA,2023,white,hisp,f,30-34,,0.01109,synthetic_seed
VA,2023,white,hisp,f,35-39,,0.01351,synthetic_seed
VA,2023,white,hisp,f,40-44,,0.0127,synthetic_seed
VA,2023,white,hisp,f,45-49,,0.00731,synthetic_seed
VA,2023,white,hisp,f,50-54,,0.00806,synthetic_seed
VA,2023,white,hisp,f,55-59,,0.00306,synthetic_seed
VA,2023,white,hisp,f,60-64,,0.0019,synthetic_seed
VA,2023,white,hisp,f,65-69,,0.00212,synthetic_seed
VA,2023,white,hisp,f,70-74,,0.00232,synthetic_seed
VA,2023,white,hisp,f,75-79,,0.00294,synthetic_seed
VA,2023,white,hisp,f,80-84,,0.00246,synthetic_seed
VA,2023,white,hisp,f,85+,,0.00248,synthetic_seed
VA,2023,black,non-hisp,m,0-4,,0.00353,synthetic_seed
VA,2023,black,non-hisp,m,5-9,,0.00347,synthetic_seed
VA,2023,black,non-hisp,m,10-14,,0.00245,synthetic_seed
VA,2023,black,non-hisp,m,15-19,,0.00572,synthetic_seed
VA,2023,black,non-hisp,m,20-24,,0.01154,synthetic_seed
VA,2023,black,non-hisp,m,25-29,,0.01669,synthetic_seed
VA,2023,black,non-hisp,m,30-34,,0.01516,synthetic_seed
VA,2023,black,non-hisp,m,35-39,,0.01603,synthetic_seed
VA,2023,black,non-hisp,m,40-44,,0.01494,synthetic_seed
VA,2023,black,non-hisp,m,45-49,,0.00537,synthetic_seed
